address,availabilityStarts,description,image,latitude,longitude,name,numberOfRooms,price,url,floor,area_living,area_total,ceiling_height,floor_count,price_sqm,id,built_year,area_kitchen,room_count
"2/2, Морехідний пров., Аркадія, Приморський, Одеса",2023-06-05T15:49:28+00:00,Код объекта: 471 ЖК Морская Симфония ул. Мореходный переулок 2а Элитный дом на берегу моря ПРЯМОЙ ВИД НА МОРЕ 2 отдельные спальни + большая кухня- студия + гардеробная 85 метров 15 этаж Элитная светлая шикарная квартира со всей необходимой мебелью и...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969784188.webp,46.422705,30.767148,"Морехідний пров., 2/2",3,800 USD,https://flatfy.ua/uk/realty/426592495,15,,85,3,20,9,426592495,2018,25,3
"вул. Каманіна (Академіка Курчатова), Приморський, Одеса",2023-06-10T09:39:21+00:00,- Аренда 2к студии на Каманина - ЖК 45 жемчужина от Кадор - формат кухня студия + спальная - 48м2 / 22 этаж - большой красивый двор с фонтанами - в шаге Аркадия и лучшая инфраструктура - полностью оснащена - готова к заселению - цена - 21.000 грн,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972399522.webp,46.422259073626,30.761822340785,вул. Каманіна (Академіка Курчатова),2,21000 UAH,https://flatfy.ua/uk/realty/428705478,22,,50,,25,420,428705478,,20,2
"Аркадія, Приморський, Одеса",2023-06-11T15:49:17+00:00,Сдам стильную оригинальную квартиру с качественным ремонтом и дорогой комплектацией в элитном доме жк «Сабанский» в центнер города. В шаговой доступности огромный парк Шевченко море Ланжерон . До Дерибасовская 10 мин ходьбы. Аркадия в 10 мин езды. Квартира...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969778837.webp,no_data_get,no_data_get,"Центр СТИЛЬНАЯ квартира с ТЕРРАСОЙ , +паркинг! центр, парк Шевченко",3,749 USD,https://flatfy.ua/uk/realty/426586023,16,,100,,1,7,426586023,,30,3
"12/2, просп. Шевченка, Середній Фонтан, Приморський, Одеса",2023-06-11T03:25:02+00:00,Пропонується в оренду розкішна дворівнева квартира у житловому комплексі 'Кукурудза' розташованому на проспекті Шевченка біля входу до парку Перемоги. Три спальні кабінет містка вбиральня кухня-їдальня два санвузли - ванна та душ-кабіна велика тераса...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/971698369.webp,46.449278,30.75366,"просп. Шевченка, 12/2",4,1000 USD,https://flatfy.ua/uk/realty/428193685,,,200,2.7,,5,428193685,2006,,4
"бульв. Французький, Приморський, Одеса",2023-06-05T18:51:48+00:00,Переулок Дунаева Просторная квартира на Французском бульваре 2 уровня большая кухня + гостиная отдельно 3 санузла джакузи баня 3 гардеробных Дорогой ремонт в отличном состоянии все чисто и красиво Квартира с видом на море Полностью укомплектована...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969770379.webp,46.454569,30.760363,бульв. Французький,4,1000 USD,https://flatfy.ua/uk/realty/426575781,5,,230,,11,4,426575781,,35,4
"5, вул. Інбер (Купальний), Ланжерон, Приморський, Одеса",2023-06-06T12:36:05+00:00,ЛУЧШЕЕ МЕСТО! Рядом парк Шевченко и пляж Ланжерон дельфинарий. Сдается просторная трехкомнатная квартира в ЖК Ланжерон. Большая терраса+балкон с прямым видом моря. Кухня-гостиная две раздельные спальни два санузла гардеробная. Укомплектована всей...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/970049282.webp,46.472286,30.758286,"вул. Інбер (Купальний), 5",3,950 USD,https://flatfy.ua/uk/realty/426780678,6,,120,2.85,18,8,426780678,2011,20,3
"7а, вул. Махачкалинська, селище Котовського, Суворовський, Одеса",2023-06-09T15:21:51+00:00,Код объекта: 00121 Ул. Махачкалинская 7а 9 этаж 55 метров Есть Гардеробная Планировка: комната + кухня Просторная однокомнатная квартира Со всей необходимой мебелью и техникой Охраняемая территория дом огражден забором с закрывающимися воротами В доме...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/970688118.webp,46.589755,30.802338,"вул. Махачкалинська, 7а",1,7000 UAH,https://flatfy.ua/uk/realty/427281378,9,,55,2.7,11,127,427281378,,15,1
"16а/4, вул. Каманіна (Академіка Курчатова), Середній Фонтан, Приморський, Одеса",2023-06-11T06:50:48+00:00,Стильная квартира с дизайнерским ремонтом.Укомплектована всем необходимым.Уютная спальня просторная кухня гостиная.Закрытая охраняемая территория 24/7.Развитая инфраструктура.Звоните!Сдается с 1июня долгосрочно.,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969741874.webp,46.423275,30.762727,"вул. Каманіна (Академіка Курчатова), 16а/4",1,17000 UAH,https://flatfy.ua/uk/realty/426557470,,,40,2.85,,425,426557470,2019,,1
"30, вул. Сахарова, селище Котовського, Суворовський, Одеса",2023-06-11T03:42:49+00:00,Простора 1 кімнатна квартира закрита територія добротний ГАЗовий дім ! Квартира раніше не здавалася можливо заселення з дитиною ! На лоджіі розташован додатковий розкладний диван та компютерний стіл . Дзвоніть для перегляду,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969689854.webp,46.576063,30.806355,"вул. Сахарова, 30",1,6500 UAH,https://flatfy.ua/uk/realty/426554448,,,47,2.7,,138,426554448,2013,,1
"15, вул. Новосельського, Центр, Приморський, Одеса",2023-06-11T04:05:22+00:00,Сдам 2-комн. квартиру в новом доме под закрытый тихий офис или жильё. 3/8 эт. 80м² 2 комнаты 19м² и 23м² с кондиционерами просторная кухня раздельные т/ванна. Из мебели имеются только шкаф-купе раскладной диван и кухонный уголок. Стиральная машина...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969686980.webp,46.4902394694837,30.7201774051665,"вул. Новосельського, 15",2,10000 UAH,https://flatfy.ua/uk/realty/426553972,,,80,,,125,426553972,2008,,2
"98, вул. Корольова, Таїрова, Київський, Одеса",2023-06-11T04:17:46+00:00,Сдам 3х комнатную квартиру ул. Королева 98/ Вильямса 1 этаж/9 чешка комнаты раздельные. Квартира укомплектована мебелью и бытовой техникой. 8000грн + коммунальные платежи + залоговая сумма +50% риелторские,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969686865.webp,46.389843,30.722966,"вул. Корольова, 98",3,8000 UAH,https://flatfy.ua/uk/realty/426553964,,,65,2.6,,123,426553964,1987,,3
"Люстдорфська дор., Київський, Одеса",2023-06-11T04:17:39+00:00,Сдам 1 комн квартиру в новом жилом комплексе на Люстдорфской дороге. Континент. Первая аренда. Квартира полностью укомплектована всей необходимой бытовой техникой и мебелью. Кондиционер стиральная машина  бойлер холодильник электроплита с духовкой...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969686421.webp,46.418727,30.726243,Люстдорфська дор.,1,8000 UAH,https://flatfy.ua/uk/realty/426553942,,,38,,,211,426553942,,,1
"6, Удільний пров., Малий Фонтан, Приморський, Одеса",2023-06-11T03:47:47+00:00,Музкомедія ЖК Париж Студія та спальня 50 кв м Вся побутова техніка Довго Ріелторські послуги 50%,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/970243256.webp,46.463407,30.755657,"Удільний пров., 6",1,350 USD,https://flatfy.ua/uk/realty/426978401,,,50,3,,7,426978401,2015,,1
"вул. Бугаївська, Бугаївка, Малиновський, Одеса",2023-06-06T17:46:09+00:00,Сдам 2 комнатную квартиру Бугаевская 6/10 эт В хорошем состоянии укомплектована необходимой мебелью  кухня 8 м вся бытовая техника  т/ванна.Комнаты раздельныеокна выходят во двор. Рядом супер маркеты Таврия ВАТБИдеал Фоззи.В пешей доступности...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/970075181.webp,46.471584,30.698281,вул. Бугаївська,2,5000 UAH,https://flatfy.ua/uk/realty/426799736,6,,56,,10,89,426799736,,8,2
"вул. Старопортофранківська (Комсомольська), Молдаванка, Приморський, Одеса",2023-06-11T12:20:01+00:00,Квартира в наличии 10.06.23 Вул.Старопортофранківьска 57 / Торгова. 1/2 38 м повністю укомплектована меблями та техникой. Довгострокова оренда для одного чи пара без живильних та дітей. 8000 грн+ комун.залог,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969634576.webp,46.481197,30.721439,вул. Старопортофранківська (Комсомольська),1,8000 UAH,https://flatfy.ua/uk/realty/426486774,1,16,38,,2,211,426486774,,8,1
"51, вул. Франка, Суднобудівний сел., Київський, Одеса",2023-06-10T08:56:02+00:00,Сдам 3-комнатную квартиру на И Франко дом 51. 5/10эт. общ 100 комнаты раздельные в квартире есть вся бытовая техника и мебель цена11000 грн,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972194227.webp,46.431232,30.741978,"вул. Франка, 51",3,11000 UAH,https://flatfy.ua/uk/realty/428589732,5,48,100,2.7,10,110,428589732,2002,14,3
"72, вул. Палія (Дніпропетровська дорога), селище Котовського, Суворовський, Одеса",2023-06-09T08:20:52+00:00,Здам в оренду 1-но кімнатну квартиру на довгостроково.,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969630743.webp,46.568653,30.789883,"вул. Палія (Дніпропетровська дорога), 72",1,5000 UAH,https://flatfy.ua/uk/realty/426483086,1,25,40,2.6,9,125,426483086,1980,7,1
"3в, вул. Генуезька, Аркадія, Приморський, Одеса",2023-05-28T08:00:03+00:00,Сдам квартиру в ЖК 42 Жемчужина на Генуэзской / Аркадия. 15 этаж / 24-го дома. Общая площадь 49 кв.м Кухня-студиями отдельная спальня. В квартире есть всё для комфортного проживания. Двухспальная кровать и диван гардеробная душевая духовка посудомойка...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969621139.webp,46.435084,30.761815,"вул. Генуезька, 3в",1,12000 UAH,https://flatfy.ua/uk/realty/426475483,15,16,49,2.85,24,245,426475483,2019,18,1
"23, вул. Армійська, Середній Фонтан, Приморський, Одеса",2023-05-23T04:33:01+00:00,Сдам 2-к.квартиру с евроремонтом в качественном новострое в самом востребованном районе города. Квартира состоит из отдельной спальнигостинной и отдельной кухни. Качественный ремонтдорогая техникавсе делалось для себя. Очень светлаяуютнаякомфортная...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969608920.webp,46.453137,30.748222,"вул. Армійська, 23",2,500 USD,https://flatfy.ua/uk/realty/426462219,4,63,80,2.7,10,6,426462219,2007,17,2
"вул. Каманіна (Академіка Курчатова), Приморський, Одеса",2023-06-11T12:53:01+00:00,Сдам 2х комнатную квартиру в ЖК 32 Жемчужина на Каманина / Аркадия. 22 этаж / 24-го дома. Общая площадь 60 кв.м Две двухспальные кровати шкаф купе душевая духовка. Рядом парк Трасса Здоровья. Цена 550$,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/971085473.webp,46.423102623647,30.761429921486,вул. Каманіна (Академіка Курчатова),2,550 USD,https://flatfy.ua/uk/realty/428009167,22,36,60,,24,9,428009167,,12,2
"вул. Новосельського, Центр, Приморський, Одеса",2023-06-05T02:57:11+00:00,40 кв.м. 1 этаж. Просторная комната обустроенная кухня гардероб. Раздельный с/узел. Свежий авторский ремонт. Цена 10.000 грн/мес. Смотрите другие объявления автора. 06*********82 09*********44 Анатолий,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969605189.webp,46.484945,30.722185,вул. Новосельського,1,10000 UAH,https://flatfy.ua/uk/realty/426432604,1,,40,,2,250,426432604,,6,1
"5аК1, вул. Гагарінське Плато, Аркадія, Приморський, Одеса",2023-06-05T02:57:34+00:00,Новая стильная квартира на Таирово. 46 Жемчужина Большая кухня и отдельная спальня(2 спальных места). Новый ремонт. Полная комплектация всем необходимым для комфортного проживания и отдыха. В комплексе работает охрана и видеонаблюдение 24/7. Тихий двор...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969603961.webp,46.432097,30.764315,"вул. Гагарінське Плато, 5аК1",1,9000 UAH,https://flatfy.ua/uk/realty/426428668,8,,43,2.8,19,209,426428668,2011,13,1
"29к1, вул. Асташкіна, Центр, Приморський, Одеса",2023-06-11T12:52:00+00:00,Сдам квартиру в ЖК 16 Жемчужина на Асташкина / Л.Толстого. 16 этаж / 18-го дома. Общая площадь 40 кв.м Квартира укомплектована мебелью и техникой. Двухспальная кровать и диван шкаф купе ванна посудомойка. Цена 350 $,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/971827968.webp,46.478721,30.722644,"вул. Асташкіна, 29к1",1,350 USD,https://flatfy.ua/uk/realty/428251634,16,16,40,3,18,9,428251634,2016,14,1
"вул. Прохоровська, Молдаванка, Приморський, Одеса",2023-06-11T03:55:58+00:00,Здам квартиру в історичній частині міста на вулиці Прохоровській ЖК Прохоровський квартал. Перше здавання після ремонту! Зручне планування: кухня-студія та окрема спальня. Квартира укомплектована максимально є всі необхідні меблі та техніка. Закрита...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969685976.webp,46.468078056986,30.715196926118,вул. Прохоровська,2,11000 UAH,https://flatfy.ua/uk/realty/426553909,,,50,,,220,426553909,,,2
"5аК1, вул. Гагарінське Плато, Аркадія, Приморський, Одеса",2023-06-09T15:29:50+00:00,ПЕРВАЯ СДАЧА!!-Сдаётся однокомнатная квартира от ХОЗЯИНА на Сахарова в 30 жемчужине KADORR!!- -Лучше квартиры на посёлке Котовского нет! -Эксклюзивная дизайнерская работа!! -Круглосуточный охрана консьерж!! -Зонирование спальни! -Потрясающий Вид на Город...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969600564.webp,46.432097,30.764315,"вул. Гагарінське Плато, 5аК1",1,12000 UAH,https://flatfy.ua/uk/realty/426417027,22,,45,2.8,25,267,426417027,2011,12,1
"вул. Чорноморська, Ланжерон, Приморський, Одеса",2023-06-05T02:49:45+00:00,Море в пешей доступности. Вайбер 06*********66 Квартира полностью с мебелью и бытовой техникой( м/ авт бойлер ТВ) Квартира чистая тёплая. Есть всё необходимое для комфортного проживания( бойлер стиральная машина автомат новый холодильник ) Лоджия...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969599863.webp,46.473173,30.760274,вул. Чорноморська,1,4500 UAH,https://flatfy.ua/uk/realty/426416739,7,,35,,9,129,426416739,,9,1
"Аркадія, Приморський, Одеса",2023-06-05T02:59:44+00:00,Сдам очень красивую евро-двушка Кухня студия и отдельно спальня 3 -этаж балкон Гардеробная Двух сп кровать Диван раскладной Дом Элит класса Закрытая охраняемая территория Море 3 минут В квадрате вся мебель техника Анна 38095112027,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969599618.webp,no_data_get,no_data_get,Сдам Шикарную 2 ком квартиру Аркадия 14 000 тыс гривен,2,14000 UAH,https://flatfy.ua/uk/realty/426416712,3,,62,,22,226,426416712,,20,2
"вул. Корольова, Таїрова, Київський, Одеса",2023-06-07T06:53:26+00:00,Сдам 3х квартиру в центре Таирова. Ак.Королева остановка Магазин. Кирпичный домраздельные хода Укомплектована мебелью бытовой техникой  Рядом супермаркетрынокпарк.,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/970073914.webp,46.401547,30.722661,вул. Корольова,3,6000 UAH,https://flatfy.ua/uk/realty/426799358,8,,65,,9,92,426799358,,10,3
"5аК2, вул. Гагарінське Плато, Аркадія, Приморський, Одеса",2023-06-08T06:48:59+00:00,Прекрасная и светлая квартира. Хороший ремонт. Чистая и охраняемая территория. Отличная транспортная развязка. 7000 грн. + коммунальные услуги Без животных По всем интересующим вопросам звоните,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969599348.webp,46.432844,30.764498,"вул. Гагарінське Плато, 5аК2",1,7000 UAH,https://flatfy.ua/uk/realty/426416281,10,,43,2.8,17,163,426416281,2012,13,1
"30, вул. Сахарова, селище Котовського, Суворовський, Одеса",2023-06-11T03:21:56+00:00,Новый дом с закрытой территорией и стоянкой во дворе Заболотного / Сахарова  напротив ресторан Шафран Квартира 2х сторонняя  3 лоджии Можно с кошкой или собачкой,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969687903.webp,46.576063,30.806355,"вул. Сахарова, 30",2,7000 UAH,https://flatfy.ua/uk/realty/426554037,,,75,2.7,,93,426554037,2013,,2
"23, вул. Ковалевського (Пішонівська), Молдаванка, Приморський, Одеса",2023-06-08T10:52:02+00:00,Предлагается в долгосрочную аренду 2-х комнатная квартира вблизи центра города. Месторасположение-ул Пишоновская. 2 эт/10 эт. Общая площадь 55 кв. м. Просторная кухня 2 раздельные комнаты. Комплектация:двуспальная кровать раскладной диванкондиционер...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/970846163.webp,46.485208,30.714233,"вул. Ковалевського (Пішонівська), 23",2,7500 UAH,https://flatfy.ua/uk/realty/427564720,2,37,55,2.5,10,136,427564720,2000,10,2
"6, вул. Зоопаркова, Середній Фонтан, Приморський, Одеса",2023-06-08T10:52:02+00:00,Предлагается в долгосрочную аренду уютная квартира возле Парка Победы. Месторасположение- Говорова/Зоопарковая. Общая площадь- 75кв. м. Выполнен капитальный ремонт. Планировка- просторная кухня две отдельные комнаты гардеробная. Санузел совмещен ванна...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/970845976.webp,46.4449567386962,30.7477612065427,"вул. Зоопаркова, 6",2,11000 UAH,https://flatfy.ua/uk/realty/427563337,1,40,75,2.7,10,147,427563337,2009,15,2
"16а/3, вул. Каманіна (Академіка Курчатова), Середній Фонтан, Приморський, Одеса",2023-06-08T07:00:43+00:00,Сдам 1 комнатную квартиру Каманина/Аркадия 43 Жемчужина 3эт/24эт общ. пл. 47м2. Спальня с дверью кухня студия санузел совмещен т/ванна евроремонт 2-х сп кровать большой угловой диван шкаф купе вся бытовая техника. Закрытая территория охрана...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/973298579.webp,46.423423,30.760474,"вул. Каманіна (Академіка Курчатова), 16а/3",1,12000 UAH,https://flatfy.ua/uk/realty/432662464,3,,47,3,24,255,432662464,2019,18,1
"вул. Каманіна (Академіка Курчатова), Аркадія, Приморський, Одеса",2023-06-04T18:18:48+00:00,Код объекта: 448 45 жемчужина ул. Каманина 16а 52 метра 25 этаж Спальня + кухня студия(25 метров) Двуспальная кровать раскладной диван варочная панель духовой шкаф микроволновая печь электрический чайник стиральная машина 2 плазменных телевизора...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969599652.webp,46.422259073626,30.761822340785,вул. Каманіна (Академіка Курчатова),2,14000 UAH,https://flatfy.ua/uk/realty/426416715,25,,52,,25,269,426416715,,25,2
"Малий Фонтан, Приморський, Одеса",2023-06-10T10:04:17+00:00,Предлагается в аренду хорошая евродвушка Хорошим ремонтом на 6 станции большого Фонтана. Полная комплектация. Отличная инфраструктура и транспортная развязка. Супер цена! Дом запитан от больницы  свет не отключают.,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969596410.webp,no_data_get,no_data_get,Свет есть всегда! Сдам классную евродвушку на 6 Фонтана,2,300 USD,https://flatfy.ua/uk/realty/404714570,5,,55,,10,5,404714570,,17,2
"вул. Педагогічна, Середній Фонтан, Приморський, Одеса",2023-06-11T03:47:42+00:00,Оренда . Аркадія. Двокімнатної квартири. Новий будинок з системою безпеки. Квартира розташована на середньому поверсі. Світла окрема спальня з двоспальним ліжком. З кухні є вихід на відкритий балкон. Суміжний санвузол душ. Облаштована квартира всім...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/970233016.webp,46.431139,30.752746,вул. Педагогічна,2,11400 UAH,https://flatfy.ua/uk/realty/426977523,,,47,,,243,426977523,,,2
"54/23, бульв. Французький, Аркадія, Приморський, Одеса",2023-06-11T11:05:38+00:00,Аренда квартиры у моря с 11 июня в Аркадии на Французском бульваре от хозяина без комиссии. Новый дом на закрытой охраняемой территории . Море в шаговой доступности. Развитая инфраструктура: фитнес клуб бассейн СПА магазин стоматология салон красоты...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969595814.webp,46.441047,30.765815,"бульв. Французький, 54/23",1,10000 UAH,https://flatfy.ua/uk/realty/426395990,6,,30,2.8,9,333,426395990,2013,10,1
"5аК1, вул. Гагарінське Плато, Аркадія, Приморський, Одеса",2023-06-07T07:00:29+00:00,"Сдам двухкомнатную квартиру в ЖК "" 5 Жемчужина ""/ Архитекторская. 15/18 эт. Комнаты раздельные. Два кондиционера три телевизора. Кладовка два балкона. Теплосчетчик",https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/973115780.webp,46.432097,30.764315,"вул. Гагарінське Плато, 5аК1",2,9000 UAH,https://flatfy.ua/uk/realty/430286534,15,,55,2.8,18,164,430286534,2011,11,2
"29к2, вул. Асташкіна, Центр, Приморський, Одеса",2023-06-05T02:49:05+00:00,Сдам длительно стильную квартиру в самом центре 17 Жемчужина 19 этаж с террасой 90 кв м спальня кухня студия с дорогим ремонтом мебелью быт техника гардеробнаяпосуд.машина Интересный и креативный дизайнерский ремонт. В квартире есть вся необходимая...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969593598.webp,46.478802,30.723256,"вул. Асташкіна, 29к2",2,400 USD,https://flatfy.ua/uk/realty/426380691,19,,90,3,19,4,426380691,2016,25,2
"3а, вул. Генуезька, Аркадія, Приморський, Одеса",2023-06-05T02:46:54+00:00,Сдам на лето 36 жемчужина ул. Генуэзская 3 45 метров 14 этаж Планировка: спальня + кухня студия 4 спальных места Двуспальная кровать раскладной диван Квартира оборудована всей необходимой мебелью техникой посудой Охраняемая территория в доме есть...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969593438.webp,46.435143,30.76041,"вул. Генуезька, 3а",2,500 USD,https://flatfy.ua/uk/realty/426380473,14,,45,2.8,25,11,426380473,2018,20,2
"Приморський, Одеса",2023-06-11T10:38:13+00:00,Аренда трехкомнатной квартиры в Одессе. Район парка Шевченко Дельфинарий. Просторная кухня студиям выходом на лоджию два санузла кабинет с раскладным диваном спальня так же с выходом на лоджию и с видом на море. Подземный паркинг входит в стоимость...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969593470.webp,no_data_get,no_data_get,Аренда трехкомнатной квартиры. Одесса. Район парка Шевченко.,3,16000 UAH,https://flatfy.ua/uk/realty/426380480,7,,120,,9,133,426380480,,30,3
"вул. Каманіна (Академіка Курчатова), Приморський, Одеса",2023-06-05T02:46:50+00:00,Аренда новой стильной 2к на Каманина - шикарный закрытый двор с фонтанами и вскй нужной для жизни инфраструктурой - жк 48 жемчужина в доме охрана подземный паркинг - новая квартира с дорогим ремонтом 2 раздельные комнаты - укомплектована всем необходимым...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969593328.webp,46.422374449498,30.760755335698,вул. Каманіна (Академіка Курчатова),2,500 USD,https://flatfy.ua/uk/realty/426380450,8,,55,,25,9,426380450,,15,2
"5/4, вул. Базарна (Кірова), Центр, Приморський, Одеса",2023-06-11T06:18:05+00:00,Уютная квартира возле парка Шевченко.Есть все необходимое для комфортного проживания.Закрытая охраняемая территория.Звоните!,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969564648.webp,46.47253,30.75158,"вул. Базарна (Кірова), 5/4",2,10000 UAH,https://flatfy.ua/uk/realty/397870506,,,78,2.7,,128,397870506,2010,,2
"вул. Левітана, Таїрова, Київський, Одеса",2023-06-11T05:33:35+00:00,Сдам 1-комнатную квартиру на Левитана/Люстдорфская дорога в наличии вся необходимая мебель и бытовая техника.,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969559886.webp,46.405903,30.717559,вул. Левітана,1,4500 UAH,https://flatfy.ua/uk/realty/426335092,,,30,,,150,426335092,,,1
"вул. Генуезька, Аркадія, Приморський, Одеса",2023-06-11T03:55:25+00:00,Аренда светлой уютной квартиры в центре Аркадии Жилой комплекс Гольфстрим В доме своя котельная и генератор Качественный ремонт раздельная планировка Охраняемая территория гостевой паркинг спортивная и детская площадки Рядом кафе и супермаркеты Кадорситимолл...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969520311.webp,46.4353428583847,30.7569004206859,вул. Генуезька,1,12000 UAH,https://flatfy.ua/uk/realty/426332669,,,50,,,240,426332669,,,1
"64а, вул. Корольова, Таїрова, Київський, Одеса",2023-06-11T03:23:24+00:00,Сдам 2-х комн. квартиру на Таирова ул. Королева/Ак. Глушко. Комнаты раздельные просторная кухня 10 кв. м. с/у раздельный с ванной есть лоджия и балкон. Вся необходимая мебель и техника-бойлер холодильник кондиционер телевизор. Квартира расположена...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969519037.webp,46.401497,30.719254,"вул. Корольова, 64а",2,5500 UAH,https://flatfy.ua/uk/realty/426332463,,,58,2.6,,95,426332463,,,2
"дор. Фонтанська, Приморський, Одеса",2023-06-11T04:17:39+00:00,Сдается новая квартира в ЖК Акрополь 5ст. Фонтана стильная студия 33м с балконом . 9000гр.+ коммунальные,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969518574.webp,46.439912,30.747524,дор. Фонтанська,1,9000 UAH,https://flatfy.ua/uk/realty/426332409,,,33,,,273,426332409,,,1
"90а, Люстдорфська дор., Дмитриївка, Київський, Одеса",2023-06-11T04:17:38+00:00,Здається 1 кімнатна квартира в ЖК АЛЬТАІР 2 на Люстдорфській дорозі. Новий ремонт. Квартира без експлуатації. Здається на тривалий срок одному або парі без дітей та тварин,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969518141.webp,46.422912,30.724028,"Люстдорфська дор., 90а",1,10000 UAH,https://flatfy.ua/uk/realty/426332375,,,45,2.8,,222,426332375,2017,,1
"вул. В. Арнаутська (Чкалова), Центр, Приморський, Одеса",2023-06-11T04:17:38+00:00,Сдается долгосрочно 2 ух комнатная квартира в центре Одессы ( Б. Арнаутская/угол Преображенской) Площадь 45м2 потолки 3.5м сделан косметический ремонт этаж 4/4 кухня гостиная спальная. Тихие соседи и двор. В квартире есть все удобства и мебель для...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969518361.webp,46.472657,30.739181,вул. В. Арнаутська (Чкалова),2,7500 UAH,https://flatfy.ua/uk/realty/426332392,,,45,,,167,426332392,,,2
"вул. Пантелеймонівська, Центр, Приморський, Одеса",2023-06-01T13:48:01+00:00,Сдам квартиру в ЖК Александровский на Пантелеймоновской / Екатерининская. 3 этаж / 12-го дома. Общая площадь 62 кв.м Кухня-студия и отдельная спальня. Двухспальная кровать и диван 2 шкафа купе душевая духовка посудомойка. Есть балкон. Можно с ребёнком...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/970838987.webp,46.4703793752967,30.7333678007126,вул. Пантелеймонівська,1,15000 UAH,https://flatfy.ua/uk/realty/427546825,3,18,62,,12,242,427546825,,25,1
"Ляпунова пров., Центр, Приморський, Одеса",2023-06-11T03:23:47+00:00,Сдам 2к.квартиру в пер.Ляпунова Комнаты раздельные косметический ремонт на длительно есть вся мебель и техника. Газ колонка свет не выключают рядом Медин Новый рынок Дерибасовская,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969516430.webp,46.491776,30.726263,Ляпунова пров.,2,7000 UAH,https://flatfy.ua/uk/realty/426332190,,,60,,,117,426332190,,,2
"вул. Кармена, Малий Фонтан, Приморський, Одеса",2023-06-11T04:16:45+00:00,Здається 2 спальнева квартира на Романа Кармена зупинка Довженко. Район проспекта Шевченко поряд Парка перемоги трасса здоров*я. Опалення індивідуальне гахове.,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969516342.webp,46.456394,30.753177,вул. Кармена,2,8500 UAH,https://flatfy.ua/uk/realty/426332181,,,48,,,177,426332181,,,2
